batch_num,avg training loss,avg validation loss,stl normed val mae
0,0.7104099988937378,0.32655683159828186,5.532313878882887
1,0.15212607383728027,0.34720489382743835,5.840602543658249
2,0.07136570662260056,0.03698793426156044,1.5315056790466008
3,0.04967797175049782,0.11348386108875275,3.132554237260073
4,0.05065375566482544,0.03576807305216789,1.5485193856745871
5,0.05510175973176956,0.051836952567100525,2.040713583326481
6,0.04924798384308815,0.031152546405792236,1.439867369852717
7,0.0630306750535965,0.12423842400312424,3.349597682820819
8,0.09674099087715149,0.05428076535463333,1.9456121912106328
9,0.11470445245504379,0.03895481675863266,1.7372780395662515
10,0.11902016401290894,0.028121113777160645,1.3162331281618596
11,0.11521564424037933,0.027247238904237747,1.3381024614403911
12,0.07346532493829727,0.030313484370708466,1.4677982773672344
13,0.06300690770149231,0.03783412650227547,1.546180006540376
14,0.031502265483140945,0.04275684803724289,1.8341901217440824
15,0.042736027389764786,0.04207650199532509,1.664588524491096
16,0.05572555586695671,0.03179782256484032,1.5259733834441174
17,0.03483240678906441,0.02756880596280098,1.326254932863894
18,0.02779989317059517,0.028130486607551575,1.3643025644455182
19,0.0329899899661541,0.026411985978484154,1.3428412075684169
20,0.023113800212740898,0.02842872217297554,1.3790713691334107
21,0.021844740957021713,0.027646761387586594,1.3786087109238412
22,0.04282623901963234,0.030191227793693542,1.390135812948059
23,0.048804692924022675,0.02862507663667202,1.3884492255341996
24,0.055457863956689835,0.03008030354976654,1.4557488240544805
25,0.07399453967809677,0.027683693915605545,1.3409348611897696
26,0.06533613055944443,0.030947161838412285,1.4918083076307258
27,0.06734317541122437,0.03432261198759079,1.5074872475349586
28,0.02818814106285572,0.054945070296525955,2.097981649383711
29,0.043277639895677567,0.033746521919965744,1.4915524380379215
30,0.019125286489725113,0.026055751368403435,1.3257103256372742
31,0.01879323087632656,0.026321187615394592,1.315300589617117
32,0.017598383128643036,0.02693226747214794,1.3366904621897773
33,0.022115690633654594,0.02992394007742405,1.423994464289423
34,0.02164975367486477,0.027096394449472427,1.3358370722460347
35,0.015485002659261227,0.026648014783859253,1.3074137336776237
36,0.015179586596786976,0.0257975272834301,1.286893463983734
37,0.015451887622475624,0.02528434805572033,1.2779197518360956
38,0.014559521339833736,0.025678038597106934,1.295561636001255
39,0.02242397889494896,0.025255905464291573,1.276713804250655
40,0.01576603390276432,0.030769862234592438,1.4601821774427073
41,0.025378555059432983,0.0261523500084877,1.3067114188102775
42,0.01874782145023346,0.02462582103908062,1.2496115251063828
43,0.015306257642805576,0.02908453159034252,1.3146545778514134
44,0.010991801507771015,0.0294753760099411,1.3442885804954552
45,0.017244741320610046,0.02895762026309967,1.3893091006519533
